date,EUR,USD,JPY,GBP,SGD,AUD,CNY,CAD,MYR,RUB
2022-09-24,14643.007659,15112.359984,105.400978,16409.26635,10568.519949,9865.147317,2119.981469,11109.505255,3300.669594,261.115426
2022-09-25,14569.479321,15038.237749,104.7844,16235.053417,10514.823688,9820.293526,2109.568709,11072.394074,3284.480659,262.673077
2022-09-26,14655.994407,15231.681867,105.434177,16406.431588,10604.399238,9860.716967,2130.563208,11108.715453,3326.745779,260.362846
2022-09-27,14558.630406,15172.04374,104.854144,16273.534174,10545.068179,9764.577148,2113.661461,11054.884253,3290.36706,257.584598
2022-09-28,14731.941417,15175.593833,105.092193,16442.29153,10563.975041,9871.049675,2107.516761,11134.773423,3277.944999,259.626441
2022-09-29,14928.370045,15187.959472,105.160474,16965.427289,10611.830442,9888.734815,2131.617406,11105.946591,3278.16247,264.131508
2022-09-30,15004.884991,15304.022378,105.732258,17063.775408,10687.121687,9800.520494,2150.597291,11063.367308,3300.352652,254.212411
2022-10-01,15005.184012,15304.102283,105.73398,17063.712295,10687.08793,9800.502627,2150.616378,11063.529045,3300.394083,254.21406
2022-10-02,14911.653643,15228.272785,105.151372,16962.464242,10604.380938,9774.677303,2139.942057,11044.311922,3283.982351,252.746029
2022-10-03,15042.155335,15299.827456,105.86345,17339.528174,10693.848072,9947.277182,2150.002362,11225.704847,3291.620527,263.670786
2022-10-04,15161.165433,15185.817488,105.610027,17388.227811,10672.156825,9891.745438,2134.003646,11243.373532,3272.729318,257.273092
2022-10-05,15070.883774,15207.199918,105.272965,17266.801236,10689.865757,9903.273838,2136.984711,11182.101753,3284.101594,247.97372
2022-10-06,14909.647871,15231.726084,105.00026,16996.185033,10654.104747,9769.475538,2140.455002,11083.471043,3284.371502,251.655594
2022-10-07,14893.325013,15291.051257,105.167358,16963.857217,10669.271997,9757.683572,2148.772109,11127.368138,3297.22831,245.238066
2022-10-08,14893.396409,15291.064987,105.189568,16951.949158,10671.284511,9738.694435,2148.786721,11130.407398,3297.178658,245.239238
2022-10-09,14848.3303,15253.437296,104.841954,16888.048387,10630.854658,11225.634673,2143.510813,11107.044354,3280.249134,236.960156
2022-10-10,14904.457248,15350.189946,105.369349,17000.947994,10680.592279,9661.839759,2145.449313,11141.321704,3301.062874,247.577024
2022-10-11,14893.296506,15354.378073,105.257391,16838.765794,10672.590228,9620.893299,2142.803145,11132.330433,3285.698527,239.307263
2022-10-12,14870.793217,15319.058408,104.394691,17010.8372,10676.685904,9615.511808,2134.982743,11087.349662,3271.461134,240.39024
2022-10-13,14986.835642,15372.327028,104.360222,17375.27978,10741.248485,9682.837157,2143.744258,11170.896863,3276.56177,240.188527
2022-10-14,15044.307639,15472.543856,103.990739,17284.861594,10834.955408,9590.611954,2151.60193,11146.386165,3290.568055,246.963382
2022-10-15,15044.379526,15472.632834,103.990729,17284.999613,10835.040478,9590.815728,2151.617295,11146.490414,3290.609372,246.962039
2022-10-16,15024.459136,15427.189763,103.788885,17344.91269,10822.262821,9598.685533,2145.283981,11134.046266,3280.89323,246.23812
2022-10-17,15201.262595,15441.852978,103.652394,17530.846134,10863.619528,9723.256055,2145.721914,11259.902624,3273.624342,248.857961
2022-10-18,15261.503075,15474.736796,103.699231,17554.745983,10897.701969,9773.729912,2148.582945,11273.063219,3280.202712,248.38725
2022-10-19,15263.096841,15628.907483,104.311702,17519.900414,10960.839424,9789.040195,2161.971253,11347.002587,3311.148181,256.206772
2022-10-20,15217.473449,15562.499224,103.62388,17462.056673,10921.504276,9764.172387,2156.384731,11295.048993,3290.82783,252.428876
2022-10-21,15321.897018,15537.614006,105.213291,17564.227237,10978.783815,9859.980738,2144.921795,11397.905959,3279.31427,252.025169
2022-10-22,15321.930591,15537.525476,105.197242,17563.988176,10977.930052,9909.603818,2144.902171,11377.909629,3279.278283,252.024419
2022-10-23,15413.166911,15633.251521,105.689968,17732.555578,11033.419099,9960.320882,2158.125762,11455.163806,3299.485957,253.574659
2022-10-24,15420.261832,15598.257914,104.759565,17636.788473,10975.51407,9872.590068,2147.578516,11388.84011,3292.11773,254.660849
2022-10-25,15500.112143,15557.338557,105.126085,17830.883143,10980.105781,9933.853581,2129.685038,11424.367849,3285.533988,249.91279
2022-10-26,15644.756103,15503.030257,106.083537,18041.42229,11045.954485,10066.543245,2161.268885,11438.877244,3289.030672,253.000778
2022-10-27,15527.341821,15578.426776,106.478901,18018.199034,11049.979448,10048.769692,2154.979235,11483.950536,3303.938484,254.025848
2022-10-28,15502.48251,15557.671348,105.505515,18067.479068,10986.272411,9979.90336,2145.098082,11401.34517,3294.285412,252.861133
2022-10-29,15502.335636,15557.740984,105.506888,18067.559938,10986.251763,9980.069668,2145.11005,11401.295938,3294.30783,252.862342
2022-10-30,15485.965575,15557.727539,105.281483,18039.618213,11018.759089,9956.435855,2145.093704,11431.159116,3294.326608,252.863254
2022-10-31,15474.714986,15652.457562,105.242161,17949.880749,11060.799095,10031.054577,2143.260356,11497.003582,3314.361693,252.250528
2022-11-01,15483.828472,15674.202143,105.984031,18008.706826,11079.586329,10024.662977,2153.712426,11507.126444,3309.184133,253.829858
2022-11-02,15417.81165,15706.941872,106.208283,17880.94264,11072.361411,9957.55763,2154.638199,11453.083435,3315.066009,254.562188
2022-11-03,15394.536297,15790.206669,106.416323,17639.653813,11105.278398,9929.554955,2162.481245,11489.535614,3328.059935,253.244899
2022-11-04,15588.64488,15614.724683,106.506551,17769.245727,11131.747379,10091.79702,2173.146489,11582.21454,3288.627988,251.847794
2022-11-05,15589.136726,15615.06146,106.497969,17765.706871,11131.193924,10098.051572,2173.230562,11584.174263,3288.669134,251.852913
2022-11-06,15505.461549,15614.961118,106.356676,17693.425506,11087.446635,10056.64395,2173.20722,11555.441926,3288.694407,251.849695
2022-11-07,15713.796303,15685.338618,106.972655,18064.964076,11192.061634,10155.083335,2169.497158,11623.573757,3303.531347,248.179565
2022-11-08,15781.24955,15657.319397,107.723914,18085.203744,11198.78995,10189.892055,2159.810792,11666.17073,3305.578622,256.777224
